"state","state_fips_code","county_name","confirmed_cases","deaths","total_pop","male_pop","female_pop","white_pop","black_pop","asian_pop","hispanic_pop","amerindian_pop","other_race_pop","median_income","income_less_50K","income_50K_100K","income_100K_150K","income_150K_more","rent_under_50_percent","rent_over_50_percent","median_age","male_0_20","male_21_49","male_50_above","female_0_20","female_21_49","female_50_above","unemployed_pop","employed_pop","commute","worked_at_home","walked_to_work"
"AL",1,"Colbert County",5354,73,54435,26143,28292,42877,8676,246,1313,404,31,45477,11870,7173,2055,885,3790,1394,42.5,6827,9355,10725,6500,9869,13087,1653,22180,42074,430,161
"AL",1,"Baldwin County",16513,183,203360,99527,103833,168951,19238,1395,9029,1528,318,52562,35619,23734,9892,6888,13613,4335,42.6,26479,34457,42227,25228,35385,46599,5215,89527,162406,4961,673
"AL",1,"Elmore County",7923,101,80989,39357,41632,59460,17180,461,2316,232,203,54981,13152,9398,4566,1999,5453,1307,38.5,10912,15540,14030,10408,16634,15575,2613,33054,63070,716,185
"AL",1,"Pike County",2513,29,33287,15897,17390,18759,12629,731,282,213,18,35684,7798,2911,848,727,2693,1303,31.4,5104,6130,5060,5161,6715,6100,1366,14352,25948,640,305
"AL",1,"Limestone County",8074,74,91695,45889,45806,70776,11989,1143,5323,662,0,52831,15316,9730,4330,3010,4847,1533,39.1,12383,18432,16320,11870,17222,18094,2957,38944,74146,1066,199
"AL",1,"Washington County",1383,26,16746,8342,8404,10907,4120,159,81,1261,0,42185,3616,1686,427,272,500,52,43.5,2530,2588,3502,1960,2725,4064,708,5710,10850,102,12
"AL",1,"Dallas County",3051,96,40755,18809,21946,11306,28603,183,409,16,0,30065,11508,3249,1222,508,3664,1765,39.3,6027,6036,7320,5842,7573,9370,2302,14461,26906,173,246
"AL",1,"Talladega County",6224,108,80888,39140,41748,51055,26004,446,1791,235,68,39219,19361,8575,2478,1237,6232,1363,40.6,10170,14923,15371,10383,15127,17523,3440,30937,56997,797,494
"AL",1,"Lee County",12603,101,156597,77172,79425,105864,35923,5873,5813,145,438,47564,30734,16262,7219,4786,14459,7315,31,24393,33246,21339,23266,33803,24344,4371,71677,132630,2489,1350
"AL",1,"Calhoun County",11206,200,115527,55593,59934,84006,23553,1149,4121,213,48,43686,24961,13465,4488,2185,8838,2920,39.1,15662,20440,21148,14557,22137,25201,5309,47392,87380,1481,585
"AL",1,"Madison County",27303,186,353213,172568,180645,230104,84675,8957,16734,2018,970,61318,59222,40791,23195,19045,33242,9235,38.2,47253,67326,62107,45787,69019,70751,11822,169756,316510,5684,1425
"AL",1,"Jefferson County",62752,920,659460,312333,347127,332267,279928,10093,24692,1224,1535,49321,131943,73498,31186,24763,64202,24046,37.6,90108,121450,108708,87500,132273,137552,25044,300739,560856,8387,4057
"AL",1,"Wilcox County",1036,21,10919,5096,5823,2937,7874,0,52,6,0,27012,2819,765,139,118,472,72,40.5,1584,1603,2081,1658,1917,2433,602,2901,5566,70,29
"AR",5,"Lincoln County",2963,30,13885,8643,5242,8963,4325,0,499,52,0,38873,2338,1156,377,57,570,132,38.6,1523,4605,2696,1236,1813,2458,297,3359,6028,84,40
"AR",5,"Bradley County",1166,25,10994,5262,5732,6143,3200,0,1625,0,11,36310,2842,1094,391,239,958,404,40.6,1482,1795,2127,1603,1814,2595,427,4112,7400,182,40
"AR",5,"Randolph County",1737,44,17514,8664,8850,16648,165,0,327,98,0,35930,4845,1661,671,162,1189,454,42.2,2427,2966,3605,2294,2824,4110,238,6549,12002,161,134
"AR",5,"Clay County",1486,39,15190,7421,7769,14547,104,0,289,72,0,32219,4460,1503,339,126,1268,307,43.4,1909,2552,3239,1929,2477,3653,348,6234,11658,118,189
"AR",5,"Ashley County",1502,24,20771,10126,10645,14126,5309,0,1083,49,31,36407,5128,2045,720,289,1237,534,41.8,2941,3379,4095,2518,3772,4802,870,7905,14490,126,178
"AR",5,"Arkansas County",1578,35,18352,8785,9567,12874,4774,2,543,3,0,38532,4876,1842,668,306,1843,347,40.9,2415,3026,3705,2447,3222,4315,738,7920,14344,237,241
"AR",5,"Fulton County",1002,38,12092,5947,6145,11555,40,6,158,103,0,36051,3294,1253,472,98,628,261,48.1,1466,1716,3054,1312,1832,3246,305,4132,7800,135,28
"AR",5,"Grant County",1281,26,18076,8829,9247,16812,517,8,449,38,0,49968,3427,2121,955,348,926,237,39.9,2359,3218,3518,2347,3354,3889,717,7561,14208,233,83
"AR",5,"Jackson County",3009,29,17429,8575,8854,13460,2953,8,476,31,15,32783,4177,1368,336,298,1201,397,40.5,2111,3406,3242,1919,3383,3842,427,5700,10438,229,90
"AR",5,"Cleveland County",690,23,8332,4189,4143,7057,919,8,148,32,0,44840,1829,920,368,175,496,113,42.6,1264,1316,1782,1030,1334,1962,237,3362,6122,33,103
"AR",5,"Perry County",619,6,10320,5116,5204,9520,220,9,291,51,6,46168,1987,1162,399,144,422,96,43.7,1331,1735,2177,1327,1645,2337,275,3943,6904,357,46
"AR",5,"Lee County",1563,30,9614,5455,4159,3911,5466,10,133,14,0,27901,2468,817,186,70,743,277,41.9,1083,2644,1916,986,1312,2034,514,2842,5172,45,62
"AR",5,"Phillips County",1492,30,19518,9210,10308,6748,12250,10,338,2,7,26652,5683,1501,343,296,2462,874,38.2,3120,2848,3534,2871,3362,4362,1248,6718,12400,130,150
"AR",5,"Stone County",873,27,12443,6242,6201,11814,10,11,227,75,0,33091,3312,1068,406,124,677,167,49.5,1491,1840,3099,1362,1616,3642,393,4345,7126,377,148
"AR",5,"Calhoun County",298,2,5194,2693,2501,3771,1135,11,203,7,8,37225,1274,468,249,70,144,123,45.2,679,890,1233,566,779,1275,135,2215,4078,69,39
"AR",5,"Cross County",1715,41,17164,8323,8841,12523,3899,11,325,7,10,41081,3964,1890,605,267,1290,388,40.7,2540,2818,3254,2339,2985,3836,532,7242,13358,255,134
"AR",5,"Conway County",1794,21,20954,10313,10641,17139,2302,13,796,60,10,39638,4722,2377,671,415,1430,388,41.2,2861,3512,4295,2688,3550,4814,641,8377,15716,265,88
"AR",5,"Poinsett County",2762,70,24098,11808,12290,21061,1342,14,684,43,0,37487,6141,2673,567,102,2334,527,39.7,3457,4213,4558,3104,4366,5259,538,9492,17458,336,133
"AR",5,"Lawrence County",1816,40,16777,8285,8492,16068,157,14,221,88,3,37603,4145,1771,533,135,1400,349,42,2339,2833,3378,2238,2732,3820,575,6448,11822,72,190
"AR",5,"Ouachita County",1762,41,24378,11547,12831,13541,9925,17,521,56,0,32136,6575,2475,602,364,1978,701,42.8,3243,3781,4979,3092,4194,6084,836,9290,17592,136,168
"AR",5,"Desha County",1094,15,12094,5547,6547,5531,5744,18,700,15,13,27036,3672,1271,149,138,1318,368,40.2,1689,1737,2335,1860,2111,2804,618,4440,8344,68,64
"AR",5,"Hempstead County",1468,11,22154,10380,11774,12226,6531,19,2764,56,0,38701,4896,2216,648,170,1718,352,38.9,3145,3468,4091,3526,3806,4815,605,8819,16360,266,114
"AR",5,"Van Buren County",990,10,16751,8356,8395,15693,61,20,489,99,0,34428,4596,1582,523,166,879,281,47.6,1941,2639,4114,1861,2400,4489,508,5646,10336,212,98
"AR",5,"Izard County",1485,29,13521,6971,6550,12646,258,23,284,145,0,39135,3273,1530,285,101,720,130,48,1500,2320,3468,1405,1844,3716,488,4615,8380,196,84
"AR",5,"Howard County",1248,20,13472,6582,6890,8751,2809,24,1614,24,20,34851,3225,1130,386,301,990,230,38.5,2058,2099,2708,2006,2328,2843,338,5560,10218,164,136
"AR",5,"Lafayette County",396,7,7051,3460,3591,4180,2665,27,82,20,17,32500,1873,647,205,135,348,159,45.8,924,1037,1638,723,1155,1882,234,2580,4630,92,51
"AR",5,"Drew County",1726,26,18620,9090,9530,12463,5358,31,571,18,0,36092,4124,2145,504,265,1139,534,36.5,2980,3183,3153,2706,3295,3878,753,7629,14214,125,218
"AR",5,"Newton County",611,26,7898,3979,3919,7449,1,42,108,122,0,38134,2071,880,173,28,245,41,48.8,991,1101,2039,905,1105,2104,130,3114,5382,153,111
"AR",5,"Sevier County",2268,23,17206,8612,8594,10038,828,64,5655,276,0,43675,3386,2026,418,154,923,191,35,2970,3113,2812,2809,3050,2967,508,7225,13428,138,58
"AR",5,"Sharp County",1383,39,17041,8336,8705,15996,69,72,364,84,0,31792,5063,1826,269,138,1140,458,47.3,2154,2371,4192,2051,2409,4714,423,5867,10764,218,67
"AR",5,"Woodruff County",499,5,6763,3193,3570,4680,1858,100,33,0,5,30097,1962,671,146,95,595,209,45.3,780,1052,1489,833,1123,1773,291,2603,4740,54,60
"AR",5,"Dallas County",616,12,7585,3639,3946,4037,3036,124,233,32,0,35794,2195,735,194,20,759,94,43.7,966,1183,1620,970,1219,1897,200,2910,5168,53,160
"AR",5,"Baxter County",2476,86,41093,19857,21236,39079,74,160,879,206,83,40072,11445,4957,1335,661,3435,587,51.8,4314,5538,10967,3890,5765,12856,974,15926,29032,506,371
"AR",5,"Prairie County",679,17,8309,4132,4177,7059,1112,1,47,36,0,41244,2467,1019,348,86,713,120,45.7,1026,1326,1918,877,1375,2062,283,3454,6028,164,73
"AR",5,"Little River County",958,39,12494,6157,6337,9146,2559,1,414,164,0,36963,3142,1475,440,243,1216,105,42.5,1702,2064,2611,1324,2269,2991,530,4623,8774,52,50
"AR",5,"Washington County",25900,254,223683,111839,111844,160864,7630,5384,36813,1705,756,47452,44454,23747,8973,7286,28992,7429,31.5,35867,48270,29998,34900,45539,33788,5554,106905,196505,3713,2196
"AR",5,"Independence County",3283,107,37097,18054,19043,33074,723,257,2258,100,0,39945,8305,4260,1010,713,2847,668,39.8,5221,6568,6967,5094,6557,7980,973,15305,28462,480,190
"AR",5,"Yell County",2863,56,21601,10722,10879,16325,430,305,4261,165,30,39696,4528,2070,683,274,1389,408,39.7,3231,3669,4093,3079,3450,4647,597,8852,15460,516,193
"AR",5,"Saline County",9520,131,116252,57280,58972,99831,7436,1285,5186,336,91,58985,17985,15017,6793,3519,7669,1351,39,16432,21087,21442,15024,22049,23824,2522,55741,105360,1504,294
"AR",5,"Union County",3006,85,40022,19451,20571,24446,13087,217,1516,329,66,41106,9225,4738,1570,656,2506,1076,39.7,5588,6778,7677,5267,7216,8871,1398,15544,29940,256,147
"AR",5,"Lonoke County",5330,97,71568,35222,36346,61925,4307,466,3046,326,53,57290,11423,9500,3807,1551,5811,1327,35.8,10761,14167,11230,10406,14194,12772,1647,32577,62348,840,644
"AR",5,"Garland County",7574,187,97994,47269,50725,80927,7952,498,5263,723,328,41672,22827,11261,3839,2135,8141,3608,44.7,12179,15430,21398,11193,16552,24933,3947,39800,71892,1874,671
"AR",5,"Pope County",6664,74,63372,31373,31999,53699,1842,644,5396,242,18,40668,13592,6310,1910,1335,5364,1552,34.9,9533,11929,10815,9098,11799,11962,2143,27026,49810,759,504
"AR",5,"Faulkner County",9724,121,121282,59387,61895,97800,13814,1547,4855,365,384,50316,21817,13742,5296,2980,11289,3935,32.3,18686,25099,16827,17752,25846,19503,3050,57306,105594,1930,1092
"AR",5,"Hot Spring County",4121,61,33480,17294,16186,27722,3666,93,1127,102,0,40626,7308,3598,963,422,1987,668,41.7,4309,6659,6900,3824,5506,7318,877,13378,25104,181,185
"AR",5,"Logan County",1798,13,21802,10764,11038,19801,462,277,635,231,8,37982,5258,2172,533,306,1534,265,42.2,3029,3542,4654,2646,3809,4935,731,8339,15142,432,127
"AR",5,"Crittenden County",5091,79,49278,23303,25975,21277,24082,325,1177,140,38,38558,10948,5168,1778,765,5071,2004,35,7972,8254,7719,7611,9809,9249,1863,20282,36814,676,341
"AR",5,"Sebastian County",12431,190,127362,62180,65182,89716,8533,5487,17499,1459,96,40932,29076,14281,4797,2147,14532,4498,37.3,18153,23788,21976,18035,23739,25338,3281,55376,102638,1228,981
"AR",5,"Scott County",788,14,10584,5290,5294,8942,22,375,795,140,12,37396,2708,947,194,123,612,195,41.2,1654,1663,2124,1291,1819,2380,481,4069,7070,187,103
"AR",5,"Monroe County",619,13,7420,3435,3985,4034,3026,37,189,0,0,31584,2293,751,211,73,789,228,46.1,805,1112,1638,1095,1070,2034,294,2954,5166,92,64
"AR",5,"Chicot County",1506,35,11008,5401,5607,4309,5957,55,571,44,0,32412,2909,1057,188,169,780,317,43.3,1497,1860,2216,1444,1688,2749,412,3659,6748,62,62
"AR",5,"Madison County",1228,16,15907,8005,7902,14342,8,66,863,160,0,42894,3488,2026,429,247,943,95,42.5,2229,2711,3315,2073,2556,3540,309,6557,12132,263,115
"AR",5,"Pike County",841,15,10893,5415,5478,9538,304,78,713,49,0,36893,2719,1158,309,127,625,140,41.8,1444,1905,2232,1396,1799,2522,242,4466,8198,73,77
"AR",5,"Franklin County",1357,29,17803,8674,9129,16453,173,86,513,280,0,39472,4186,1951,530,195,1006,525,41.4,2474,2957,3438,2405,3010,4118,465,6598,11950,334,156
"AR",5,"Montgomery County",621,22,9059,4487,4572,8238,26,94,374,162,42,35252,2417,1006,343,89,399,71,50,1049,1253,2564,929,1305,2574,148,3248,6048,71,45
"AR",5,"Polk County",1552,51,20212,9869,10343,17792,102,98,1302,221,66,33870,5590,1734,492,242,1161,323,43.8,2669,3129,4376,2555,3257,5002,673,7222,13648,181,73
"AR",5,"Searcy County",576,14,7925,4030,3895,7406,15,106,175,83,0,36716,2226,860,122,128,384,130,47.3,959,1226,1984,809,1206,2102,115,3082,5448,130,121
"AR",5,"Nevada County",652,22,8528,4444,4084,5403,2852,122,34,6,0,36995,2226,936,254,36,544,63,43.8,1501,1279,1813,877,1351,2060,167,3294,6070,87,35
"AR",5,"Greene County",5140,60,44197,21806,22391,41486,461,126,1203,145,38,45566,9040,5610,1615,556,3992,944,37.7,6170,8606,7705,6101,8367,8656,1439,19093,35242,412,204
"AR",5,"St. Francis County",3177,28,26688,14664,12024,10779,14763,140,704,67,41,33102,6316,2311,435,263,2370,841,38.4,3415,6703,5045,3390,4030,5057,966,8677,15536,347,86
"AR",5,"Columbia County",1803,47,23992,11498,12494,14242,8362,264,610,74,299,37072,5742,2406,850,339,1840,531,36.2,3665,4026,4079,3568,4412,5055,1038,9877,18074,191,414
"AR",5,"Crawford County",5639,76,62119,30587,31532,52830,830,1120,4532,983,7,43504,13547,7286,2186,851,4052,1168,38.7,8899,11301,11305,8500,11408,12356,1702,25751,48874,520,537
"AR",5,"White County",5970,77,78706,38653,40053,69609,3143,531,3306,191,17,44074,16044,8573,3052,1548,6509,1809,36.3,11967,14153,13703,11439,14461,15356,2141,32331,60072,987,908
"AR",5,"Clark County",1658,30,22495,10697,11798,15540,5364,157,1035,69,0,37144,5327,2459,704,330,2257,640,33.8,3495,3841,3701,3520,4204,4357,484,10291,18688,382,378
"AR",5,"Boone County",3018,72,37212,18198,19014,35067,143,189,866,394,1,40727,9083,4063,1221,520,3057,540,42.2,4924,6267,7547,4834,6157,8750,1018,15773,28945,587,158
"AR",5,"Cleburne County",1623,45,25361,12494,12867,24048,150,205,623,181,0,42312,6058,3125,836,627,1707,447,48.9,2848,3826,6316,2671,3811,7103,594,10142,18154,512,140
"AR",5,"Craighead County",11612,154,104246,50774,53472,80625,13919,1193,5095,204,114,45672,21680,11317,4022,2819,11170,3772,34,15947,20751,15582,15002,21332,18432,3100,48216,88992,1568,1069
"AR",5,"Marion County",796,27,16374,8050,8324,15501,28,71,353,171,0,36113,4477,1702,341,143,932,254,51.8,1644,2246,4526,1669,2188,4973,449,5353,9832,238,94
"AR",5,"Miller County",3147,27,43760,21581,22179,30382,10668,198,1336,297,20,41862,9835,4925,1605,655,3999,1548,38.5,6286,8200,7786,5653,8138,9019,1591,18399,34248,355,235
"AR",5,"Mississippi County",4913,101,43534,21030,22504,25564,15289,238,1753,12,15,36417,11151,4025,1355,707,4939,1593,36.1,6561,7819,7228,6613,8133,8324,2257,17270,32438,215,116
"AR",5,"Johnson County",2297,26,26155,12977,13178,21015,415,428,3589,61,25,35758,6615,2336,670,279,1836,612,37.8,3977,4675,4609,3805,4520,5173,519,10427,18514,576,176
"AR",5,"Jefferson County",7535,140,71373,35154,36219,28256,40183,539,1410,169,75,37630,16963,7238,2099,1077,6476,2371,39,10183,13083,13007,9343,12612,15365,2983,26874,49400,564,447
"AR",5,"Carroll County",2419,35,27782,13634,14148,22392,137,287,4101,157,0,39686,6531,3153,697,451,1801,348,44.6,3709,4095,6460,3443,4392,6851,616,11400,20086,558,421
"AR",5,"Pulaski County",30714,457,392848,188310,204538,208969,140952,8229,23616,758,873,48850,79278,43689,17905,14563,45081,14435,36.7,54019,75340,63921,51972,80113,77213,11363,182512,342008,6210,2273
"AR",5,"Benton County",23248,312,251823,124632,127191,186902,4020,9201,40980,3523,531,61271,36883,29705,13034,11284,23830,4210,35.2,39233,50351,38268,37602,50074,42591,3805,119813,223286,4441,1862
"AZ",4,"Apache County",8705,278,71602,35355,36247,13212,355,248,4374,52121,35,32360,12858,4847,1413,412,3151,572,34.2,11907,12436,12017,12217,11726,13288,2983,18197,31717,1117,825
"AZ",4,"Santa Cruz County",7104,132,46358,22229,24129,6974,135,353,38653,93,16,39630,9449,3970,1329,820,3263,1255,36.6,7545,7192,8348,7362,8026,9450,1657,17421,31726,814,269
"AZ",4,"La Paz County",2049,46,20477,10530,9947,12027,167,154,5383,2270,0,36479,5593,2489,547,169,1468,371,56,2174,2512,6233,1967,2364,6449,681,6474,10214,528,519
"AZ",4,"Gila County",5448,167,53145,26284,26861,33360,238,453,9910,8300,0,41179,12879,6038,1728,940,4085,819,49.3,6344,7371,13914,5900,7275,15155,2405,18216,31904,878,486
"AZ",4,"Yuma County",33447,633,204281,104914,99367,65003,3651,2347,128465,1888,102,43253,40455,21473,6521,3221,16338,4880,34.1,32132,40770,34377,30276,34477,38790,9137,74891,141611,2321,1796
"AZ",4,"Graham County",4417,58,37700,20233,17467,19292,695,279,12264,4735,0,48173,5667,3730,1237,342,2200,631,33.1,6140,8792,5605,5948,6090,5839,1722,12412,22130,398,248
"AZ",4,"Coconino County",14196,246,138639,68264,70375,75269,1729,2493,19265,35762,260,53523,22612,14628,6179,4169,12057,5553,30.6,20838,28294,20827,23586,26027,22054,5933,65283,106042,3064,5488
"AZ",4,"Greenlee County",487,4,9368,4997,4371,4457,183,33,4348,336,0,56298,1546,1140,478,200,1597,86,33.4,1761,1878,1457,1260,1683,1544,302,3675,6976,75,62
"AZ",4,"Mohave County",16899,439,204691,103175,101516,159694,1997,2371,32591,4292,149,41567,49454,24298,6775,3375,18976,4830,50.4,21772,30522,56823,21249,27586,58351,7853,69774,127050,2100,989
"AZ",4,"Yavapai County",14989,325,220972,108100,112872,178765,1144,1961,31508,3259,122,48259,48784,30625,9642,5292,18703,6323,52.2,23219,29694,60699,21715,29107,67651,6621,83535,142820,5990,2568
"AZ",4,"Cochise County",9691,191,126516,64094,62422,70407,4548,2266,44275,1130,258,47847,25597,14950,5640,2973,10821,3043,40.5,16780,23041,26660,16180,19926,29014,3591,43404,83496,2061,1303
"AZ",4,"Navajo County",13548,392,107902,54037,53865,44929,772,663,12054,46648,121,38798,20493,9553,2648,1557,6414,2023,35.9,17616,18320,19578,16771,17131,21701,6475,33186,56076,2145,1601
"AZ",4,"Pinal County",37135,490,405537,211665,193872,232950,17249,6624,120075,17386,420,52628,63508,46205,15932,7868,23614,7384,38.5,57229,83345,78240,54026,64890,81957,12337,144930,258209,7896,2405
"AZ",4,"Pima County",91740,1422,1007257,495714,511543,529974,32055,26646,368612,24358,1279,48676,203711,118398,44959,31462,101796,39197,38.2,137137,186007,187723,132582,180309,217093,40004,433478,764537,20691,9954
"AZ",4,"Maricopa County",425844,6443,4155501,2055464,2100037,2340105,211228,160439,1271746,64102,5834,58580,636522,464079,215137,173795,416906,127318,36,613503,824873,670432,585345,813634,757373,124210,1929015,3404736,121301,29186
"CA",6,"Sierra County",40,0,2885,1488,1397,2509,4,0,290,28,0,44190,651,226,220,111,179,62,55,303,364,953,200,355,864,64,1149,1714,199,37
"CA",6,"Alpine County",71,0,1203,664,539,777,18,8,117,248,0,63438,113,100,61,30,32,13,44.9,205,140,353,148,144,267,64,374,548,51,33
"CA",6,"Modoc County",281,3,9017,4659,4358,7035,65,96,1317,361,4,39296,2242,1022,287,87,632,227,47.8,1059,1376,2395,911,1335,2338,263,3231,4830,465,182
"CA",6,"Mariposa County",320,4,17658,8863,8795,14309,215,168,1870,416,0,51385,3645,2392,962,435,1267,610,51.1,1729,2555,5094,1565,2638,5077,777,7009,10510,627,642
"CA",6,"Stanislaus County",42413,749,535684,264824,270860,232230,13607,28680,240816,2234,889,54260,78900,53549,24011,14864,48954,19857,33.9,86370,104005,79748,82475,103440,91365,29240,219505,392023,9723,3217
"CA",6,"Nevada County",3199,73,98838,48732,50106,84389,541,1090,9109,670,201,60610,16959,11986,6264,5177,6586,2785,49.8,10459,15135,25575,9733,14313,28015,3348,42302,68963,4262,1136
"CA",6,"Del Norte County",840,2,27442,15008,12434,17233,484,741,5281,1965,134,41287,5380,2971,868,464,2397,911,38.7,3645,6360,5362,3241,3950,5568,916,8742,14610,461,297
"CA",6,"Yolo County",10620,131,212605,103617,108988,101045,4705,28880,66787,548,412,61621,30143,20431,10602,11669,21843,10318,30.9,32187,44122,29503,33133,44581,33488,7489,95944,154179,4658,3093
"CA",6,"Butte County",9474,121,225207,111587,113620,164184,3282,9852,35445,1639,369,46516,45727,23984,9596,6860,21665,11331,36.9,29844,43295,41979,29052,40598,47639,9329,93439,157700,5122,2905
"CA",6,"Shasta County",9600,117,178919,87753,91166,143919,1951,5195,17218,3917,106,47258,37007,20408,7512,5559,16951,7776,41.8,23235,30050,37608,21969,30074,42200,5246,72195,127359,4073,1546
"CA",6,"Kings County",19267,143,150183,82982,67201,49728,8916,5463,80715,1200,211,49742,21289,13092,5025,2943,14406,4528,31.5,24630,39208,20282,23353,25969,19321,5683,53158,100910,2754,1204
